web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700761249-35","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Schwarz Black Midnight - Differenzbesteuert - NEU OVPApple iPhone 13 mini 128GB Schwarz Black Midnight - Differenzbesteuert - NEU OVP","$700.51Fixed price","$0.00100% Free shipping","144","$100,873.55","–","Nov 17, 2023"
"1700761249-36","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB iOS Smartphone Blau Blue - Neuwertig - WOWApple iPhone 13 Mini 128GB iOS Smartphone Blau Blue - Neuwertig - WOW","$656.21Fixed price","$0.00100% Free shipping","139","$91,213.51","–","Oct 21, 2023"
"1700761249-37","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - Schwarz / Mitternacht - NEU & OVP - WOW !Apple iPhone 13 Mini - 128GB - Schwarz / Mitternacht - NEU & OVP - WOW !","$753.90Fixed price","$0.00100% Free shipping","139","$104,791.42","–","Apr 6, 2022"
"1700761249-38","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - BLAU  - SIMLOCKFREI WIE NEUApple iPhone 13 Mini - 128GB - BLAU  - SIMLOCKFREI WIE NEU","$616.11Fixed price","$21.9499% Free shipping","137","$84,406.94","–","Jun 2, 2023"
"1700761249-39","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Ohne Simlock Mitternacht NEUWAREApple iPhone 13 mini 128GB Ohne Simlock Mitternacht NEUWARE","$723.88Fixed price","$0.00100% Free shipping","137","$99,171.64","–","Oct 23, 2023"
"1700761249-40","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB iOS Smartphone Grün Green - Neuwertig - WOWApple iPhone 13 Mini 128GB iOS Smartphone Grün Green - Neuwertig - WOW","$639.20Fixed price","$0.00100% Free shipping","135","$86,292.56","–","Oct 6, 2023"
"1700761249-41","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB iOS Smartphone Rot Red - NeuwertigApple iPhone 13 Mini 128GB iOS Smartphone Rot Red - Neuwertig","$635.12Fixed price","$0.00100% Free shipping","129","$81,930.65","–","Sep 30, 2023"
"1700761249-42","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Schwarz Midnight Black - Differenzbesteuerung - NEUApple iPhone 13 mini 128GB Schwarz Midnight Black - Differenzbesteuerung - NEU","$670.92Fixed price","$0.00100% Free shipping","129","$86,548.96","–","Oct 24, 2023"
"1700761249-43","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - GRÜN - GREEN - SIMLOCKFREI WIE NEUApple iPhone 13 Mini - 128GB - GRÜN - GREEN - SIMLOCKFREI WIE NEU","$656.09Fixed price","$0.00100% Free shipping","122","$80,043.36","–","Apr 16, 2023"
"1700761249-44","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB iOS Smartphone Pink Rosé - Neuwertig - WOWApple iPhone 13 Mini 128GB iOS Smartphone Pink Rosé - Neuwertig - WOW","$640.09Fixed price","$0.00100% Free shipping","121","$77,450.81","–","Sep 27, 2023"
"1700761249-45","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 mini 128 GB Blau Dual SIMAPPLE iPhone 13 mini 128 GB Blau Dual SIM","$773.69Fixed price","$0.00100% Free shipping","120","$92,842.63","–","May 17, 2023"
"1700761249-46","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Mitternacht - Zustand: BrandneuApple iPhone 13 mini 128GB Mitternacht - Zustand: Brandneu","$770.21Fixed price","$0.00100% Free shipping","120","$92,424.64","–","Sep 20, 2022"
"1700761249-47","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - POLARSTERN - STARLIGHT -  NEU & OVPApple iPhone 13 Mini - 128GB - POLARSTERN - STARLIGHT -  NEU & OVP","$741.67Fixed price","$0.00100% Free shipping","118","$87,517.43","–","Feb 2, 2023"
"1700761249-48","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 128GB - Mitternacht / Schwarz (Ohne Simlock) DE-WARE NEU Apple iPhone 13 mini - 128GB - Mitternacht / Schwarz (Ohne Simlock) DE-WARE NEU","$852.23Fixed price","$0.00100% Free shipping","117","$99,710.43","–","Jan 5, 2023"
"1700761249-49","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - WEISS - POLARSTERN - SIMLOCKFREI WIE NEUApple iPhone 13 Mini - 128GB - WEISS - POLARSTERN - SIMLOCKFREI WIE NEU","$665.86Fixed price","$8.5098% Free shipping","114","$75,908.34","–","Nov 1, 2022"
"1700761249-50","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 mini 128 GB Polarstern Dual SIMAPPLE iPhone 13 mini 128 GB Polarstern Dual SIM","$775.56Fixed price","$0.00100% Free shipping","104","$80,658.27","–","Jun 4, 2023"
"1700761249-51","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Polarstern Starlight Ohne Simlock NEUWAREApple iPhone 13 mini 128GB Polarstern Starlight Ohne Simlock NEUWARE","$698.98Fixed price","$0.00100% Free shipping","98","$68,500.40","–","Oct 20, 2023"
"1700761249-52","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Blau Blue 5,4"" A2628 IOS Smartphone NEU OVPApple iPhone 13 mini 128GB Blau Blue 5,4"" A2628 IOS Smartphone NEU OVP","$742.34Fixed price","$0.00100% Free shipping","100","$74,233.80","–","Feb 3, 2023"
"1700761249-53","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Polarstern - Zustand: BrandneuApple iPhone 13 mini 128GB Polarstern - Zustand: Brandneu","$791.83Fixed price","$10.4299% Free shipping","86","$68,097.00","–","Jun 23, 2022"
"1700761249-54","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Blau, NEU SonstigeApple iPhone 13 mini 128GB Blau, NEU Sonstige","$694.54Fixed price","$0.00100% Free shipping","85","$59,035.71","–","Nov 18, 2023"
"1700761249-55","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB Midnight Ohne Simlock Ohne Branding 5G NEU + OVPApple iPhone 13 Mini 128GB Midnight Ohne Simlock Ohne Branding 5G NEU + OVP","$748.59Fixed price","$0.00100% Free shipping","81","$60,635.61","–","Oct 30, 2023"
"1700761249-56","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128 256 Rot Weiß Schwarz Blau Rose Grün Refurbished-WIE NEUApple iPhone 13 Mini 128 256 Rot Weiß Schwarz Blau Rose Grün Refurbished-WIE NEU","$687.97Fixed price","$0.00100% Free shipping","80","$55,037.44","–","Aug 29, 2023"
"1700761249-57","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB iOS Smartphone Weiß Starlight White - Neuwertig - WOWApple iPhone 13 Mini 128GB iOS Smartphone Weiß Starlight White - Neuwertig - WOW","$603.08Fixed price","$0.00100% Free shipping","77","$46,436.87","–","Sep 29, 2023"
"1700761249-58","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - SCHWARZ - MITTERNACHT  - WOWApple iPhone 13 Mini - 128GB - SCHWARZ - MITTERNACHT  - WOW","$793.02Fixed price","$0.00100% Free shipping","74","$58,683.66","–","Sep 8, 2022"
"1700761249-59","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 MINI - 128GB - GUT REFURBISHED - Schwarz Weiß Rot Grün Blau RoseApple iPhone 13 MINI - 128GB - GUT REFURBISHED - Schwarz Weiß Rot Grün Blau Rose","$571.06Fixed price","$0.00100% Free shipping","72","$41,116.63","–","Sep 26, 2023"
"1700761249-60","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - BLAU - OHNE SIMLOCK - NEU & OVP - WOWApple iPhone 13 Mini - 128GB - BLAU - OHNE SIMLOCK - NEU & OVP - WOW","$713.63Fixed price","$0.00100% Free shipping","67","$47,813.40","–","Sep 27, 2022"
"1700761249-61","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 128 GBApple iPhone 13 mini - 128 GB","$757.66Fixed price","$0.00100% Free shipping","65","$49,247.72","–","Sep 9, 2023"
"1700761249-62","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini - 128GB - SCHWARZ - MITTERNACHTApple iPhone 13 Mini - 128GB - SCHWARZ - MITTERNACHT","$698.74Fixed price","$0.00100% Free shipping","63","$44,020.59","–","Oct 2, 2023"
"1700761249-63","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Green, NEU SonstigeApple iPhone 13 mini 128GB Green, NEU Sonstige","$684.86Fixed price","$0.00100% Free shipping","63","$43,146.22","–","Oct 29, 2023"
"1700761249-64","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 128GB Grün NEUWAREApple iPhone 13 mini 128GB Grün NEUWARE","$741.13Fixed price","$0.00100% Free shipping","63","$46,691.21","–","Sep 26, 2023"
"1700761249-65","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imagePhone 13 Mini 128GB Shwarz ---Apple Garantie + Garantie vom VerkäuferPhone 13 Mini 128GB Shwarz ---Apple Garantie + Garantie vom Verkäufer","$740.47Fixed price","$0.00100% Free shipping","61","$45,168.87","–","Oct 31, 2023"
"1700761249-66","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 128GB - Midnight (Ohne Simlock) (Dual-SIM)  - #1Apple iPhone 13 mini - 128GB - Midnight (Ohne Simlock) (Dual-SIM)  - #1","$628.28Fixed price","$0.00100% Free shipping","56","$35,183.88","–","Aug 30, 2023"
"1700761249-67","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB iOS Smartphone Grün Green - Sehr GutApple iPhone 13 Mini 128GB iOS Smartphone Grün Green - Sehr Gut","$631.53Fixed price","$0.00100% Free shipping","54","$34,102.79","–","Oct 2, 2023"
